"Iteration","none x none","organic x none","nongmo x none","CRISPR x none","conventional x none","online x none","price x none","organic x organic","nongmo x organic","CRISPR x organic","conventional x organic","online x organic","price x organic","nongmo x nongmo","CRISPR x nongmo","conventional x nongmo","online x nongmo","price x nongmo","CRISPR x CRISPR","conventional x CRISPR","online x CRISPR","price x CRISPR","conventional x conventional","online x conventional","price x conventional","online x online","price x online","price x price"
28,0.5089191227,-0.003725914161,-0.2850339247,0.1745370371,-0.04049798383,0.008024650482,0.1001536674,0.2401056308,-0.03690658593,-0.1736602141,0.0756312432,0.0225146145,0.04493560785,0.4160450178,-0.04828119239,0.02205862454,-0.03707949137,-0.1611779712,0.338212547,-0.1038162339,-0.03666774604,-0.02202762122,0.1017934529,0.01058430974,0.01739507468,0.052639383,0.01673630387,0.131685039
29,0.6580208372,0.2772592308,-0.3098688048,0.05285688677,0.1555438591,0.04801846742,0.1975675432,0.5005693569,-0.1946861524,-0.1827932431,0.2135625049,0.07484053222,0.1653666401,0.4232075331,-0.02642594959,-0.1013677885,-0.04308597232,-0.2215189287,0.233599224,-0.1168181697,-0.05198849166,-0.07132976406,0.1702234343,0.06707390588,0.1019142274,0.08939966343,0.02636690654,0.2862526033
30,0.430995277,0.06449496222,-0.06605356916,0.1797351323,0.0131533581,-0.07078425499,0.03356576035,0.1987580922,0.02749540182,-0.1725322784,0.1111263647,0.01917359459,0.07104265987,0.4015586229,-0.1302771665,0.03713230233,0.07650311317,-0.2436123045,0.4757652112,-0.1879679821,-0.1027879038,-0.01484875738,0.1359448727,0.02726088615,0.03601049759,0.08874193688,-0.07657944721,0.293637935
31,0.4655371143,0.08666789651,-0.1278949995,0.210267399,-0.008999097689,-0.07171796002,0.02380036333,0.2896686615,0.01660279428,-0.1539658809,0.06084527036,-0.03471414892,0.09388720329,0.5144248763,-0.125522383,-0.008483464025,-0.112174571,-0.1763109774,0.3118283229,-0.06607822059,-0.04292384576,-0.06666702978,0.07895600608,0.02076991011,0.04721843371,0.1541955624,0.06086447267,0.2654676738
32,0.1631181049,0.04672081888,-0.09145776576,0.04393632821,0.01544492005,-0.03286649835,0.04917742187,0.3702017261,-0.07360274208,-0.226884173,0.1138094833,0.06769218032,0.1445476555,0.3496142556,0.02985528394,-0.01062398953,-0.08160383224,-0.192002376,0.2757232561,-0.07046576031,-0.1042748311,-0.140127921,0.09619799382,-0.005623779294,0.0583398999,0.1635260155,0.07577869237,0.2409556109
33,0.4053379622,0.09322755736,-0.1979905154,0.1638567431,0.003383754784,0.0123418189,0.11560591,0.2181899749,-0.1676654522,-0.0820299438,0.03316986901,0.01613639156,0.08711341505,0.7807469477,-0.01152981976,0.05449338296,0.002940293143,-0.3367501227,0.2512202055,-0.03756884376,-0.01477099087,0.00318738904,0.0591520935,0.01868486233,-0.03085765418,0.04809701205,-0.007545828334,0.3292233482
34,0.4443172507,0.2310378877,-0.3393901924,0.1007822085,0.04884752547,-0.02515059836,0.2057643564,0.3344456616,-0.2342160255,-0.09062438668,0.08378057973,0.01043315547,0.2078705267,0.6900888365,-0.2020660226,0.09201885564,0.06461336362,-0.3593742777,0.3222946955,-0.151271375,-0.0535125562,0.03070043756,0.1727160048,0.0465275118,-0.004244844851,0.06602936297,-0.04280534274,0.2999640346
35,0.2917214753,0.2308898225,-0.2107774583,-0.06370983756,0.006391644265,-0.006588979605,0.1744960302,0.5195554258,-0.1313627828,-0.2665574459,0.06640900648,0.001479144301,0.2406388925,0.4090578257,-0.02348013309,0.06221545121,-0.005786370844,-0.1785977417,0.2979642425,-0.09398619602,-0.01451116148,-0.1800724288,0.104139486,0.00516181493,0.04775494614,0.09400029414,-0.02048578085,0.3073483085
36,0.222034889,0.02933811353,-0.1480958794,0.0418694334,-0.02197123074,0.02145969521,0.06077361958,0.2617175808,-1.327868576e-05,-0.1847153578,0.07304883499,0.01003006037,0.08220642055,0.3870774202,-0.1543610813,0.07720012202,-0.006785565238,-0.09329231139,0.3060013428,-0.08764622929,-0.0298332264,-0.05919488507,0.09002392707,0.008970262324,0.02005225572,0.0653045816,-0.0001239146262,0.157806425
37,0.2434713491,0.1035940458,-0.05507494837,-0.09005643285,0.04363763769,0.04012802507,0.07121323314,0.3285951564,0.038967575,-0.2357451039,0.08609520183,0.04623797582,0.09881802927,0.5117798081,-0.1602267758,0.077121213,0.0476432703,-0.03629703141,0.3384266394,-0.1361583589,-0.08350169532,-0.09216280493,0.1419403024,0.04225469234,0.01941035387,0.1051429684,0.02235380886,0.1722090432
38,0.2226377131,0.1124608377,-0.0881904368,0.01558427422,0.006320353698,-0.00601279594,0.0777230005,0.3764401654,-0.1384017639,-0.2229295626,0.111433856,0.06282553503,0.09299722617,0.4170519611,-0.004705871406,0.06403547097,-0.01182129759,-0.1403792628,0.3333159337,-0.1653534743,-0.06012722016,-0.06994570965,0.1832602817,0.03450047743,0.003274027389,0.0573830308,-0.01520752749,0.2194778578
39,0.2105682437,0.04561928875,-0.0003283711088,-0.02568573683,0.1011867142,0.01062234086,-0.01871377887,0.2065608834,-0.1577511127,-0.122420466,-0.03158549078,-0.01789656726,0.126773242,0.5079307972,-0.06157524095,0.2864354121,0.04108707292,-0.244744836,0.2922646544,-0.2050148671,-0.02303620293,-0.07651102367,0.4041215434,0.06449491757,-0.1053931496,0.08615857841,-0.02703663315,0.2567328106
40,0.2777825814,0.03889813215,-0.09664327996,-0.01011603626,0.06225626199,0.02387885751,0.03409334227,0.2077766003,-0.007984478182,-0.19967507,0.1148117463,-0.01245902203,0.1569145004,0.3966888956,-0.08601496784,0.1026675948,0.04543822442,-0.09071034193,0.3853805163,-0.1979986154,-0.01176084097,-0.2117007159,0.2003381733,0.004761273092,0.1129790864,0.06842934683,-0.04817846482,0.3545231522
41,0.253397002,0.117553627,-0.03211448694,-0.1170155687,0.0658348855,0.03647178222,0.01907237541,0.2370493361,0.02585457495,-0.2285971415,0.1030509666,0.03120829628,0.05062433855,0.3710420363,-0.136370894,0.1071806204,0.0583106696,-0.07866090735,0.3850601572,-0.1790726461,-0.0770865437,-0.08932029897,0.1417267493,0.03425860954,0.01324375559,0.1060385693,-0.00261330734,0.2355958055
42,0.329923173,0.07959866795,-0.1109690629,-0.0005768836426,-0.03621882971,0.04631590362,0.00958648771,0.3963530167,0.03970957795,-0.3329737071,0.1815494503,0.01720813892,0.07838129746,0.5444735564,-0.06116283861,0.1671743546,0.04211494613,-0.3459025155,0.4467691323,-0.2079801633,0.0007077080304,-0.1209050447,0.2115322715,0.02803105145,-0.02210088564,0.09447845413,-0.07080208221,0.4266629181
43,0.2426408437,0.09376326296,-0.0615787562,-0.03156857619,0.04965644497,0.01224333116,0.0512378429,0.523491932,0.1455471906,-0.3800158157,0.1559225134,-0.0494344475,0.289871477,0.4454788236,-0.2290182239,0.1423940095,-0.01039697921,-0.1179327234,0.487185314,-0.1923191299,0.01961778683,-0.2394507989,0.1369004099,-0.008203432274,0.09472857169,0.05363708595,-0.06534778002,0.4989724212
44,0.3621151149,0.1406766339,-0.1147399866,0.01471030083,0.01592046802,0.01696976553,0.007026741623,0.3527423042,-0.08757773944,-0.2110502618,0.1237897809,-0.01528670196,0.1367317944,0.3657569355,-0.06174878254,0.1183943648,-0.03803673998,-0.1112016867,0.317843581,-0.1435203817,0.01782752249,-0.1477613571,0.1521793669,-0.02307378429,0.0295353362,0.05966410741,-0.04413994953,0.2627369285
45,0.3355518445,0.1364599654,0.0531416372,-0.1016750895,0.1595028048,0.07315001615,0.01165756144,0.2144561676,-0.04348003727,-0.1691113403,0.08956647144,0.01415786807,0.1030134226,0.3969046427,-0.08155744049,0.1129936048,0.005765004007,-0.2192667751,0.2869107266,-0.09138285321,-0.00340657627,-0.06866441021,0.1738945027,0.04506814843,-0.05593181332,0.1015422159,-0.02709498306,0.3523450507
46,0.279423992,0.2731949323,-0.1289475146,-0.1826330476,0.08296354145,0.07444919724,0.1770442018,0.5583618699,-0.1637010758,-0.4648339035,0.1681280283,0.03826830573,0.3269452599,0.6350381335,0.05194188463,0.08230340566,0.02620344622,-0.3041443311,0.5000545611,-0.1741058038,-0.01599779865,-0.2567473916,0.164363497,-0.01230144027,0.09257156936,0.1586075777,-0.002246142494,0.4440428798
47,0.4208383252,0.1761814837,-0.08802435611,-0.1674558207,0.03862082878,0.01963275969,0.090686784,0.4666346174,-0.09034968069,-0.3127050316,0.1481453823,0.07258253806,0.2363181913,0.343582537,0.01397463407,0.07540346118,-0.03112521619,-0.2402430973,0.3576076812,-0.1548869904,-0.04010634095,-0.1776700596,0.1472277761,0.01059127712,0.04190795071,0.06777510897,0.05824477814,0.3618287201
48,0.3327161311,0.155356122,-0.02000738318,-0.06491749944,0.1158718806,-0.05379054226,0.08190824444,0.2410531757,-0.1310660991,-0.1522403096,0.06178572744,-0.03163194293,0.2036367616,0.404508516,0.1245211702,0.06398070984,0.03062943799,-0.3009995409,0.2645270506,-0.03350376229,0.00329400611,-0.2347181556,0.1106633801,-0.03315794496,0.02102974307,0.0719312296,-0.02885633755,0.4374646332
49,0.3830463767,0.2621540392,-0.103607965,-0.2341581154,0.1419301415,0.05221591448,0.1617712413,0.5199969793,-0.220549807,-0.4090884516,0.1624857334,0.08076118663,0.4179893343,0.420991998,0.2255784867,-0.0887957726,-0.05718645841,-0.2830086595,0.4541429512,-0.1749875193,-0.08933395931,-0.3528208046,0.1685307805,0.02859462622,0.10712721,0.06182082437,0.06875048085,0.4595813357
50,0.381608041,0.1338029544,-0.21164107,-0.1179487858,0.05332933456,-0.01798342074,0.1371921213,0.3953100471,0.1036493854,-0.3321146613,0.1739631993,0.01712448748,0.2655685381,0.4374599587,-0.07091307054,0.08099824511,0.04996496156,-0.04816786327,0.5199452071,-0.2058197147,0.008874462464,-0.3945266025,0.1395721224,0.005422894255,0.1370642448,0.09218794107,-0.04372931684,0.3849874186
51,0.4770037318,0.2139372626,-0.1330680081,-0.1362750089,0.03657457372,0.000850816388,0.06590064897,0.3869090373,0.05845457293,-0.2956142373,0.1047061199,-0.02808406397,0.2153699393,0.363685423,-0.08802878867,0.05826045136,-0.0516660493,-0.007165208053,0.3646744532,-0.131982902,0.0267576572,-0.2710929205,0.1118990688,0.002560460853,0.08126937007,0.05736010112,-0.02973096673,0.3464112446
52,0.3631160455,0.3093287362,-0.1196754323,-0.1002667599,0.1319404848,0.001195975503,0.07792459246,0.5267884057,-0.06690732103,-0.2255750172,0.1838166491,0.002252184397,0.187937269,0.3805602652,-0.03130527642,-0.001793913188,-0.01817403414,-0.0374781846,0.2319780126,-0.1159940938,-0.008167796665,-0.1702995242,0.1934263292,-0.02519656798,0.104865712,0.0780453211,-0.01938641976,0.2450781377
53,0.3812553145,0.2786344214,-0.04885166744,-0.1725383214,0.02305292084,0.07409823454,0.08700185136,0.3856726468,-0.03270366429,-0.2056580567,0.04948741336,0.05956094289,0.1242353055,0.2168816552,0.007495067262,0.01905895711,-0.005965976615,-0.0797860837,0.217504263,-0.05812166889,-0.02155654258,-0.1293306491,0.06961720099,-0.0006822465862,0.03807225245,0.0847467836,-0.01697878145,0.2097974489
54,0.6811203234,0.3968100186,-0.2654791159,-0.1392913547,0.02774187332,0.03501840582,0.1772464229,0.380939199,-0.1676282204,-0.1677721431,0.06753509736,0.02332182073,0.1661922146,0.4538003383,-0.05988993744,-0.001261971143,0.04121745895,-0.2118948057,0.2525373427,-0.05487241092,-0.01877469474,-0.09009499914,0.06962217543,0.002528323058,0.02800387631,0.05667855736,-0.02932187482,0.2144642713
55,0.4164227073,0.1336679161,-0.1251511335,-0.08047741601,-0.07108825928,-0.06096959745,0.07918234039,0.2180835384,-0.1382457264,-0.1014680077,0.03423062687,-0.02092575965,0.1217484981,0.4274748363,-0.008448339024,0.01163958094,0.08320448955,-0.1895763645,0.1777611611,-0.009827695406,-0.02104443809,-0.08792708314,0.0761402469,0.008392923831,0.0021767366,0.06819204385,-0.04586495464,0.2346510839
56,0.1847290512,0.1242724016,-0.04872939117,-0.04287962861,0.04985772433,-0.01133321418,0.05364845127,0.2723844979,-0.05311178065,-0.1239536885,-0.003460050817,0.02509889956,0.06247101436,0.2234045696,0.02270185796,-0.01122204501,0.05702409044,-0.1447064021,0.1505161213,0.0196524845,-0.007466414244,-0.09638722822,0.1070271664,-0.01619373224,0.004581045869,0.08783229106,-0.06637547104,0.255841958
57,0.2134239809,0.1428449978,-0.09097798927,-0.06703007692,-0.03431753024,-0.04340350604,0.06874877176,0.3544082831,-0.3110565933,-0.07682919934,0.04866391402,-0.03994342106,0.08920342632,0.701999414,-0.02803304519,0.02898021634,0.1313064019,-0.1899514826,0.160264397,-0.02469071703,-0.0007153094848,-0.07262808385,0.2007795682,0.06377584292,-0.08527125793,0.09376910773,-0.08218696736,0.2454532694
58,0.2952075061,0.2586198109,-0.1894214519,-0.1093476333,0.02157591676,-0.08756172222,0.1765802061,0.3910580689,-0.2562326259,-0.1220195976,0.06854477045,-0.1139773547,0.2379220976,0.5078096227,0.04474039665,-0.01686546593,0.1261912544,-0.2797224862,0.145517664,-0.0236086333,0.02784985679,-0.1149798911,0.08296629792,-0.003849991577,0.02246750894,0.1052612254,-0.1403172065,0.3727160139
59,0.3099084378,0.2137992131,-0.18093907,-0.1254922817,0.02550358148,0.0244491455,0.09330512123,0.3106249163,-0.2400143378,-0.1891879436,0.06287309708,-0.02546728264,0.1852674712,0.5430350267,0.1816907386,-0.1349055111,0.02664672425,-0.2675081148,0.22039529,-0.0835685657,0.04053866048,-0.159545924,0.1409310442,-0.0268969749,0.1045162176,0.1041202209,-0.03216989101,0.2369258517
60,0.1749404475,0.1399116848,-0.1535662997,-0.106178988,0.02764418335,-0.03436572853,0.1196151846,0.3156253248,-0.3474452825,-0.1907091581,-0.001102525857,-0.07853238486,0.2283344642,0.5276787915,0.2061302503,0.02155782781,0.1176961651,-0.3031613422,0.2783998375,-0.0239889388,0.03926898606,-0.2288575421,0.061590002,-0.002291049563,0.01604820105,0.07064642786,-0.05527732565,0.3606903687
61,0.5094372502,0.4676520732,-0.3089167096,-0.2947466726,0.01475879564,-0.05386804562,0.2437468519,0.6246825818,-0.4078769741,-0.394116264,0.06045406351,-0.06825770575,0.3023380664,0.5158393181,0.2880171086,-0.03804580077,0.1155428154,-0.3732731117,0.3416962398,-0.03001768711,0.04300609501,-0.251483721,0.09523380659,-0.02632177087,0.06415866163,0.08224640492,-0.1230301222,0.5181323161
62,0.5956654812,0.4042271248,-0.4361087482,-0.2349030331,0.08336230963,-0.09561021959,0.26776511,0.4236015759,-0.3582659519,-0.2314812926,0.08737083075,-0.09216781515,0.2984146938,0.5733357826,0.2155929042,-0.07508585354,0.1371684706,-0.3028009117,0.2482310193,-0.0575219761,0.0661255143,-0.2573708213,0.07606541389,-0.02337529335,0.08616580249,0.08912049639,-0.121953355,0.5252377289
63,0.4238855124,0.3581361029,-0.1489378365,-0.2264598244,0.08886151002,-0.0993528664,0.2284520062,0.6514832326,-0.2572491843,-0.5378311247,0.1834450932,-0.08081373629,0.5133816013,0.3596739596,0.2099961934,-0.08061888788,0.1174275119,-0.3140033615,0.6477259741,-0.2043475651,0.06169522609,-0.5818444388,0.1278105255,-0.0341864873,0.1913608644,0.1083411236,-0.1369202375,0.7957755328
64,0.4353293777,0.3909622069,-0.198837656,-0.2016194458,0.1213190393,-0.07559439962,0.1928222146,0.583040653,-0.2334823474,-0.2908364082,0.1675003574,-0.155180066,0.2920919039,0.3209944526,0.1468202105,-0.036986455,0.1028094753,-0.1200308281,0.2475291346,-0.07799509862,0.08994888955,-0.1781526131,0.1351613768,-0.03130919442,0.07123908456,0.1671730378,-0.1049074781,0.3376381637
65,0.641139318,0.5029099037,-0.2335350013,-0.2717480269,0.03965624417,-0.1053422277,0.3431618869,0.6435380117,-0.2171968318,-0.3167106237,0.04629187747,-0.1154057783,0.4067556939,0.344268298,0.09584782307,-0.001667278456,0.07754392161,-0.1763391502,0.2292926762,-0.03670001338,0.06783487131,-0.2836738364,0.04419697019,-0.01215720055,0.05485008773,0.07962100025,-0.122690006,0.5453920535
